reviewer_name,rating,review_text,date,review_source,extraction_timestamp,review_detected_lang,review_translated
D S,3/5,"There for NYE celebrations 🍾.   Amazing experience.

Only issue was the mass confusion of how to exit the venue after the fireworks. …","Edited 7 months ago on
Google",Google,2025-09-13 10:37:57,en,"There for NYE celebrations 🍾.   Amazing experience.

Only issue was the mass confusion of how to exit the venue after the fireworks. …"
Lina,5/5,Best place to chill... quite big mall..,"a week ago on
Google",Google,2025-09-13 10:38:04,en,Best place to chill... quite big mall..
HEEYOUNG OH,5/5,Shopping mall is connected.  It's good to spend time there.,"2 months ago on
Google",Google,2025-09-13 10:38:10,en,Shopping mall is connected.  It's good to spend time there.
Peter Raab,5/5,"Extraordinary.
Never seen before.
Once in a lifetime you have to stay here.","a month ago on
Google",Google,2025-09-13 10:38:10,en,"Extraordinary.
Never seen before.
Once in a lifetime you have to stay here."
Mentalizei,5/5,"This place is a must! Thank you, Pong, the best staff ever, he made our experience get 100% better. Thank you! Leonardo and Eduardo.","2 months ago on
Google",Google,2025-09-13 10:38:16,en,"This place is a must! Thank you, Pong, the best staff ever, he made our experience get 100% better. Thank you! Leonardo and Eduardo."
Janez Kolar,5/5,"Wow! It's even more impresive in nature than I expected.
Beautiful, Spacious, extremely clean and People are so proffessional and kind...","4 months ago on
Google",Google,2025-09-13 10:38:23,en,"Wow! It's even more impresive in nature than I expected.
Beautiful, Spacious, extremely clean and People are so proffessional and kind..."
Mohammed kalifa,4/5,Very beautiful places which we can meet various countries people,"2 months ago on
Google",Google,2025-09-13 10:38:29,en,Very beautiful places which we can meet various countries people
Larin Mohammed S Al-Harbi,5/5,I loves it there so much and the malls are just amazing,"4 weeks ago on
Google",Google,2025-09-13 10:38:35,en,I loves it there so much and the malls are just amazing
Trip.com Member,5/5,"Place was super clean. Staff were all nice, helpful and supportive. Room wasn’t ready to check in at 300 so was given a free upgrade and added an hour to check out following morning. Shared a heartfelt moment with infinity pool area …","a year ago on
Trip.com",Trip.com,2025-09-13 10:38:36,en,"Place was super clean. Staff were all nice, helpful and supportive. Room wasn’t ready to check in at 300 so was given a free upgrade and added an hour to check out following morning. Shared a heartfelt moment with infinity pool area …"
SAHIL KESHVANI,5/5,"Stayed there awhile back. The service is fantastic, so is the infinity pool","a month ago on
Google",Google,2025-09-13 10:38:36,en,"Stayed there awhile back. The service is fantastic, so is the infinity pool"
Pattern Won,5/5,"We came to Rise for our Lunch buffet. Lots of varieties and delicious. The chefs at the station are all friendly and will recommend the dishes. Staff service is excellent. Wow, we do not even need to ask our ice water to be refilled through …","a year ago on
Google",Google,2025-09-13 10:38:42,en,"We came to Rise for our Lunch buffet. Lots of varieties and delicious. The chefs at the station are all friendly and will recommend the dishes. Staff service is excellent. Wow, we do not even need to ask our ice water to be refilled through …"
Lara Mae Calonge,5/5,What an amazing place to go... I highly recommend to walk so you don't miss a thing but there is grab and Indrive If you wish so but walking is not that bad coz this every thing is a nice spot to take pictures and absolutely beautiful 360 view,"7 months ago on
Google",Google,2025-09-13 10:38:48,en,What an amazing place to go... I highly recommend to walk so you don't miss a thing but there is grab and Indrive If you wish so but walking is not that bad coz this every thing is a nice spot to take pictures and absolutely beautiful 360 view
Jodie Foster,5/5,Once in life time... or second and third too stay this hotel. The newly refurbished rooms looks very beautiful. You can tell they have spared no cost with upgrading rooms. Rooftop top views to die for. Can't wait to post night time photos. …,"a year ago on
Google",Google,2025-09-13 10:38:55,en,Once in life time... or second and third too stay this hotel. The newly refurbished rooms looks very beautiful. You can tell they have spared no cost with upgrading rooms. Rooftop top views to die for. Can't wait to post night time photos. …
Siddharth Upadhyaya,5/5,"MBS Mall and Expo (not the hotel)

What's not right about this place . . . well nothing. All is great here . . . 😊 …","7 months ago on
Google",Google,2025-09-13 10:39:01,en,"MBS Mall and Expo (not the hotel)

What's not right about this place . . . well nothing. All is great here . . . 😊 …"
onyx,5/5,This is the best vacation I've had in Singapore but the hotel here is a bit expensive for me but it's worth it with the service and area.,"2 months ago on
Google",Google,2025-09-13 10:39:07,en,This is the best vacation I've had in Singapore but the hotel here is a bit expensive for me but it's worth it with the service and area.
Ben Seiden,5/5,Can’t afford to stay here! Went for drinks on the rooftop which is a must. Obviously the views are fantastic. Service is top also.,"5 months ago on
Google",Google,2025-09-13 10:39:13,en,Can’t afford to stay here! Went for drinks on the rooftop which is a must. Obviously the views are fantastic. Service is top also.
Joshua Quek,5/5,Stayed a while back. Rooms honestly were boring and everything was lined with leather.,"a month ago on
Google",Google,2025-09-13 10:39:19,en,Stayed a while back. Rooms honestly were boring and everything was lined with leather.
Ajeet Singh,5/5,"Marina Bay Sands in Singapore is a stunning destination that combines luxury, innovation, and functionality. During my recent visit, I attended the STACK Conference organized by GovTech, held in its expansive event spaces. The venue is …","9 months ago on
Google",Google,2025-09-13 10:39:26,en,"Marina Bay Sands in Singapore is a stunning destination that combines luxury, innovation, and functionality. During my recent visit, I attended the STACK Conference organized by GovTech, held in its expansive event spaces. The venue is …"
RishiRaj Baxi,5/5,Must visit the deck! Prefer sunset ..take 5pm onwards ticket and stay till sunset,"2 months ago on
Google",Google,2025-09-13 10:39:32,en,Must visit the deck! Prefer sunset ..take 5pm onwards ticket and stay till sunset
leo maldonado,5/5,"Didn't plan on going to the casino without your passport, bring it and you'll","2 weeks ago on
Google",Google,2025-09-13 10:39:32,en,"Didn't plan on going to the casino without your passport, bring it and you'll"
Roman Nagibin,5/5,"This iconic hotel is not going to disappoint you. The service is at the highest level, from the moment you arrive. People are very friendly and want to help you to be as comfortable as possible. …","a year ago on
Google",Google,2025-09-13 10:39:38,en,"This iconic hotel is not going to disappoint you. The service is at the highest level, from the moment you arrive. People are very friendly and want to help you to be as comfortable as possible. …"
Shubham Prasad,5/5,"An Iconic Luxury Experience

Marina Bay Sands is nothing short of spectacular. From the moment you arrive, …","a year ago on
Google",Google,2025-09-13 10:39:45,en,"An Iconic Luxury Experience

Marina Bay Sands is nothing short of spectacular. From the moment you arrive, …"
Jovan,5/5,"The best Mega hotel ive ever visit, prolly the best hotel in Singapore!","a month ago on
Google",Google,2025-09-13 10:39:51,en,"The best Mega hotel ive ever visit, prolly the best hotel in Singapore!"
Liezel Alberto,5/5,"Marina Bay Sands is a destination that seamlessly blends luxury, entertainment, and cultural experiences. It's a place where you can indulge in fine dining, shop for designer goods, relax by the infinity pool, and take in breathtaking views of the city.  It's an experience that will leave a lasting impression on any visitor to Singapore.","8 months ago on
Google",Google,2025-09-13 10:39:57,en,"Marina Bay Sands is a destination that seamlessly blends luxury, entertainment, and cultural experiences. It's a place where you can indulge in fine dining, shop for designer goods, relax by the infinity pool, and take in breathtaking views of the city.  It's an experience that will leave a lasting impression on any visitor to Singapore."
